cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,label
0,0,-1,1,0,-1,1,0,0,0
0,0,-1,1,0,-1,1,0,1,0
0,0,-1,1,0,-1,1,1,0,0
0,0,-1,1,0,-1,1,1,-1,0
0,0,-1,1,0,-1,1,-1,1,0
0,0,-1,1,0,-1,-1,1,1,0
0,0,-1,1,1,0,0,0,0,0
0,0,-1,1,1,0,0,0,-1,0
0,0,-1,1,1,0,0,1,-1,0
0,0,-1,1,1,0,0,-1,0,0
0,0,-1,1,1,0,0,-1,1,0
0,0,-1,1,1,0,1,0,-1,0
0,0,-1,1,1,0,1,-1,0,0
0,0,-1,1,1,0,1,-1,-1,0
0,0,-1,1,1,0,-1,0,0,0
0,0,-1,1,1,0,-1,0,1,0
0,0,-1,1,1,0,-1,1,0,0
0,0,-1,1,1,0,-1,1,-1,0
0,0,-1,1,1,0,-1,-1,1,0
0,0,-1,1,1,1,0,0,-1,1
0,0,-1,1,1,1,0,-1,0,1
0,0,-1,1,1,1,0,-1,-1,1
0,0,-1,1,1,1,1,-1,-1,1
0,0,-1,1,1,1,-1,0,0,1
0,0,-1,1,1,1,-1,0,-1,1
0,0,-1,1,1,1,-1,1,-1,1
0,0,-1,1,1,1,-1,-1,0,1
0,0,-1,1,1,1,-1,-1,1,1
0,0,-1,1,1,-1,0,0,0,0
0,0,-1,1,1,-1,0,0,1,0
0,0,-1,1,1,-1,0,1,0,0
0,0,-1,1,1,-1,0,1,-1,0
0,0,-1,1,1,-1,0,-1,1,0
0,0,-1,1,1,-1,1,0,0,0
0,0,-1,1,1,-1,1,0,-1,0
0,0,-1,1,1,-1,1,-1,0,0
0,0,-1,1,1,-1,1,-1,1,0
0,0,-1,1,1,-1,-1,0,1,0
0,0,-1,1,1,-1,-1,1,0,0
0,0,-1,1,1,-1,-1,1,1,0
0,0,-1,1,-1,0,0,0,1,0
0,0,-1,1,-1,0,0,1,0,0
0,0,-1,1,-1,0,0,1,1,0
0,0,-1,1,-1,0,1,0,0,0
0,0,-1,1,-1,0,1,0,1,0
0,0,-1,1,-1,0,1,1,0,0
0,0,-1,1,-1,0,1,1,-1,0
0,0,-1,1,-1,0,1,-1,1,0
0,0,-1,1,-1,0,-1,1,1,0
0,0,-1,1,-1,1,0,0,0,0
0,0,-1,1,-1,1,0,0,1,0
0,0,-1,1,-1,1,0,1,0,0
0,0,-1,1,-1,1,0,1,-1,0
0,0,-1,1,-1,1,0,-1,1,0
0,0,-1,1,-1,1,1,0,0,0
0,0,-1,1,-1,1,1,0,-1,0
0,0,-1,1,-1,1,1,1,-1,0
0,0,-1,1,-1,1,1,-1,0,0
0,0,-1,1,-1,1,1,-1,1,0
0,0,-1,1,-1,1,-1,0,1,0
0,0,-1,1,-1,1,-1,1,0,0
0,0,-1,1,-1,-1,0,1,1,0
0,0,-1,1,-1,-1,1,0,1,0
0,0,-1,1,-1,-1,1,1,0,0
0,0,-1,1,-1,-1,1,1,1,1
0,0,-1,-1,0,0,0,1,1,0
0,0,-1,-1,0,0,1,0,1,0
0,0,-1,-1,0,0,1,1,0,0
0,0,-1,-1,0,0,1,1,1,1
0,0,-1,-1,0,1,0,0,1,0
0,0,-1,-1,0,1,0,1,0,0
0,0,-1,-1,0,1,0,1,1,0
0,0,-1,-1,0,1,1,0,0,0
0,0,-1,-1,0,1,1,0,1,0
0,0,-1,-1,0,1,1,1,0,0
0,0,-1,-1,0,1,1,1,-1,0
0,0,-1,-1,0,1,1,-1,1,0
0,0,-1,-1,0,1,-1,1,1,0
0,0,-1,-1,0,-1,1,1,1,1
0,0,-1,-1,1,0,0,0,1,0
0,0,-1,-1,1,0,0,1,0,0
0,0,-1,-1,1,0,0,1,1,0
0,0,-1,-1,1,0,1,0,0,0
0,0,-1,-1,1,0,1,0,1,0
0,0,-1,-1,1,0,1,1,0,0
0,0,-1,-1,1,0,1,1,-1,0
0,0,-1,-1,1,0,1,-1,1,0
0,0,-1,-1,1,0,-1,1,1,0
0,0,-1,-1,1,1,0,0,0,0
0,0,-1,-1,1,1,0,0,1,0
0,0,-1,-1,1,1,0,1,0,0
0,0,-1,-1,1,1,0,1,-1,0
0,0,-1,-1,1,1,0,-1,1,0
0,0,-1,-1,1,1,1,0,0,0
0,0,-1,-1,1,1,1,0,-1,0
0,0,-1,-1,1,1,1,1,-1,0
0,0,-1,-1,1,1,1,-1,0,0
0,0,-1,-1,1,1,1,-1,1,0
0,0,-1,-1,1,1,-1,0,1,0
0,0,-1,-1,1,1,-1,1,0,0
0,0,-1,-1,1,1,-1,1,1,0
0,0,-1,-1,1,-1,0,1,1,0
0,0,-1,-1,1,-1,1,0,1,0
0,0,-1,-1,1,-1,1,1,0,0
0,0,-1,-1,1,-1,1,1,1,1
0,0,-1,-1,-1,0,1,1,1,1
0,0,-1,-1,-1,1,0,1,1,0
0,0,-1,-1,-1,1,1,0,1,0
0,0,-1,-1,-1,1,1,1,0,0
0,0,-1,-1,-1,1,1,1,1,1
0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,-1,0
0,1,0,0,0,0,0,1,-1,0
0,1,0,0,0,0,0,-1,0,0
0,1,0,0,0,0,0,-1,1,0
0,1,0,0,0,0,1,0,-1,0
0,1,0,0,0,0,1,-1,0,0
0,1,0,0,0,0,1,-1,-1,0
0,1,0,0,0,0,-1,0,0,0
0,1,0,0,0,0,-1,0,1,0
0,1,0,0,0,0,-1,1,0,0
0,1,0,0,0,0,-1,1,-1,0
0,1,0,0,0,0,-1,-1,1,0
0,1,0,0,0,1,0,0,-1,0
0,1,0,0,0,1,0,-1,0,0
0,1,0,0,0,1,0,-1,-1,0
0,1,0,0,0,1,1,-1,-1,0
0,1,0,0,0,1,-1,0,0,0
0,1,0,0,0,1,-1,0,-1,0
0,1,0,0,0,1,-1,1,-1,0
0,1,0,0,0,1,-1,-1,0,0
0,1,0,0,0,1,-1,-1,1,0
0,1,0,0,0,-1,0,0,0,0
0,1,0,0,0,-1,0,0,1,0
0,1,0,0,0,-1,0,1,0,0
0,1,0,0,0,-1,0,1,-1,0
0,1,0,0,0,-1,0,-1,1,0
0,1,0,0,0,-1,1,0,0,0
0,1,0,0,0,-1,1,0,-1,0
0,1,0,0,0,-1,1,1,-1,0
0,1,0,0,0,-1,1,-1,0,0
0,1,0,0,0,-1,1,-1,1,0
0,1,0,0,0,-1,-1,0,1,0
0,1,0,0,0,-1,-1,1,0,0
0,1,0,0,0,-1,-1,1,1,0
0,1,0,0,1,0,0,0,-1,0
0,1,0,0,1,0,0,-1,0,0
0,1,0,0,1,0,0,-1,-1,0
0,1,0,0,1,0,1,-1,-1,0
0,1,0,0,1,0,-1,0,0,0
0,1,0,0,1,0,-1,0,-1,0
0,1,0,0,1,0,-1,1,-1,1
0,1,0,0,1,0,-1,-1,0,0
0,1,0,0,1,0,-1,-1,1,0
0,1,0,0,1,1,0,-1,-1,0
0,1,0,0,1,1,-1,0,-1,0
0,1,0,0,1,1,-1,-1,0,0
0,1,0,0,1,1,-1,-1,-1,0
0,1,0,0,1,-1,0,0,0,0
0,1,0,0,1,-1,0,0,-1,0
0,1,0,0,1,-1,0,1,-1,1
0,1,0,0,1,-1,0,-1,0,0
0,1,0,0,1,-1,0,-1,1,0
0,1,0,0,1,-1,1,0,-1,0
0,1,0,0,1,-1,1,-1,0,0
0,1,0,0,1,-1,1,-1,-1,0
0,1,0,0,1,-1,-1,0,0,0
0,1,0,0,1,-1,-1,0,1,0
0,1,0,0,1,-1,-1,1,0,1
0,1,0,0,1,-1,-1,1,-1,1
0,1,0,0,1,-1,-1,-1,1,0
0,1,0,0,-1,0,0,0,0,0
0,1,0,0,-1,0,0,0,1,0
0,1,0,0,-1,0,0,1,0,0
0,1,0,0,-1,0,0,1,-1,0
0,1,0,0,-1,0,0,-1,1,0
0,1,0,0,-1,0,1,0,0,0
0,1,0,0,-1,0,1,0,-1,0
0,1,0,0,-1,0,1,1,-1,0
0,1,0,0,-1,0,1,-1,0,0
0,1,0,0,-1,0,1,-1,1,0
0,1,0,0,-1,0,-1,0,1,0
0,1,0,0,-1,0,-1,1,0,0
0,1,0,0,-1,0,-1,1,1,0
0,1,0,0,-1,1,0,0,0,0
0,1,0,0,-1,1,0,0,-1,0
0,1,0,0,-1,1,0,1,-1,0
0,1,0,0,-1,1,0,-1,0,0
0,1,0,0,-1,1,0,-1,1,0
0,1,0,0,-1,1,1,0,-1,0
0,1,0,0,-1,1,1,-1,0,0
0,1,0,0,-1,1,1,-1,-1,0
0,1,0,0,-1,1,-1,0,0,0
0,1,0,0,-1,1,-1,0,1,0
0,1,0,0,-1,1,-1,1,0,0
0,1,0,0,-1,1,-1,1,-1,0
0,1,0,0,-1,1,-1,-1,1,0
0,1,0,0,-1,-1,0,0,1,0
0,1,0,0,-1,-1,0,1,0,0
0,1,0,0,-1,-1,0,1,1,0
0,1,0,0,-1,-1,1,0,0,0
0,1,0,0,-1,-1,1,0,1,0
0,1,0,0,-1,-1,1,1,0,0
0,1,0,0,-1,-1,1,1,-1,0
0,1,0,0,-1,-1,1,-1,1,0
0,1,0,0,-1,-1,-1,1,1,0
0,1,0,1,0,0,0,0,-1,0
0,1,0,1,0,0,0,-1,0,0
0,1,0,1,0,0,0,-1,-1,0
0,1,0,1,0,0,1,-1,-1,0
0,1,0,1,0,0,-1,0,0,0
0,1,0,1,0,0,-1,0,-1,0
0,1,0,1,0,0,-1,1,-1,0
0,1,0,1,0,0,-1,-1,0,0
0,1,0,1,0,0,-1,-1,1,0
0,1,0,1,0,1,0,-1,-1,0
0,1,0,1,0,1,-1,0,-1,0
0,1,0,1,0,1,-1,-1,0,0
0,1,0,1,0,1,-1,-1,-1,0
0,1,0,1,0,-1,0,0,0,0
0,1,0,1,0,-1,0,0,-1,0
0,1,0,1,0,-1,0,1,-1,0
0,1,0,1,0,-1,0,-1,0,0
0,1,0,1,0,-1,0,-1,1,0
0,1,0,1,0,-1,1,0,-1,0
0,1,0,1,0,-1,1,-1,0,0
0,1,0,1,0,-1,1,-1,-1,0
0,1,0,1,0,-1,-1,0,0,0
0,1,0,1,0,-1,-1,0,1,0
0,1,0,1,0,-1,-1,1,0,0
0,1,0,1,0,-1,-1,1,-1,0
0,1,0,1,0,-1,-1,-1,1,0
0,1,0,1,1,0,0,-1,-1,0
0,1,0,1,1,0,-1,0,-1,0
0,1,0,1,1,0,-1,-1,0,0
0,1,0,1,1,0,-1,-1,-1,0
0,1,0,1,1,-1,0,0,-1,0
0,1,0,1,1,-1,0,-1,0,0
0,1,0,1,1,-1,0,-1,-1,0
0,1,0,1,1,-1,1,-1,-1,0
0,1,0,1,1,-1,-1,0,0,0
0,1,0,1,1,-1,-1,0,-1,0
0,1,0,1,1,-1,-1,1,-1,1
0,1,0,1,1,-1,-1,-1,0,0
0,1,0,1,1,-1,-1,-1,1,0
0,1,0,1,-1,0,0,0,0,0
0,1,0,1,-1,0,0,0,-1,0
0,1,0,1,-1,0,0,1,-1,0
0,1,0,1,-1,0,0,-1,0,0
0,1,0,1,-1,0,0,-1,1,0
0,1,0,1,-1,0,1,0,-1,0
0,1,0,1,-1,0,1,-1,0,0
0,1,0,1,-1,0,1,-1,-1,0
0,1,0,1,-1,0,-1,0,0,0
0,1,0,1,-1,0,-1,0,1,0
0,1,0,1,-1,0,-1,1,0,0
0,1,0,1,-1,0,-1,1,-1,0
0,1,0,1,-1,0,-1,-1,1,0
0,1,0,1,-1,1,0,0,-1,0
0,1,0,1,-1,1,0,-1,0,0
0,1,0,1,-1,1,0,-1,-1,0
0,1,0,1,-1,1,1,-1,-1,0
0,1,0,1,-1,1,-1,0,0,0
0,1,0,1,-1,1,-1,0,-1,0
0,1,0,1,-1,1,-1,1,-1,0
0,1,0,1,-1,1,-1,-1,0,0
0,1,0,1,-1,1,-1,-1,1,0
0,1,0,1,-1,-1,0,0,0,0
0,1,0,1,-1,-1,0,0,1,0
0,1,0,1,-1,-1,0,1,0,0
0,1,0,1,-1,-1,0,1,-1,0
0,1,0,1,-1,-1,0,-1,1,0
0,1,0,1,-1,-1,1,0,0,0
0,1,0,1,-1,-1,1,0,-1,0
0,1,0,1,-1,-1,1,1,-1,0
0,1,0,1,-1,-1,1,-1,0,0
0,1,0,1,-1,-1,1,-1,1,0
0,1,0,1,-1,-1,-1,0,1,0
0,1,0,1,-1,-1,-1,1,0,0
0,1,0,1,-1,-1,-1,1,1,0
0,1,0,-1,0,0,0,0,0,0
0,1,0,-1,0,0,0,0,1,0
0,1,0,-1,0,0,0,1,0,0
0,1,0,-1,0,0,0,1,-1,0
0,1,0,-1,0,0,0,-1,1,0
0,1,0,-1,0,0,1,0,0,0
0,1,0,-1,0,0,1,0,-1,0
0,1,0,-1,0,0,1,1,-1,0
0,1,0,-1,0,0,1,-1,0,0
0,1,0,-1,0,0,1,-1,1,0
0,1,0,-1,0,0,-1,0,1,0
0,1,0,-1,0,0,-1,1,0,0
0,1,0,-1,0,0,-1,1,1,0
0,1,0,-1,0,1,0,0,0,0
0,1,0,-1,0,1,0,0,-1,0
0,1,0,-1,0,1,0,1,-1,0
0,1,0,-1,0,1,0,-1,0,0
0,1,0,-1,0,1,0,-1,1,0
0,1,0,-1,0,1,1,0,-1,0
0,1,0,-1,0,1,1,-1,0,0
0,1,0,-1,0,1,1,-1,-1,0
0,1,0,-1,0,1,-1,0,0,0
0,1,0,-1,0,1,-1,0,1,0
0,1,0,-1,0,1,-1,1,0,0
0,1,0,-1,0,1,-1,1,-1,0
0,1,0,-1,0,1,-1,-1,1,0
0,1,0,-1,0,-1,0,0,1,0
0,1,0,-1,0,-1,0,1,0,0
0,1,0,-1,0,-1,0,1,1,0
0,1,0,-1,0,-1,1,0,0,0
0,1,0,-1,0,-1,1,0,1,0
0,1,0,-1,0,-1,1,1,0,0
0,1,0,-1,0,-1,1,1,-1,0
0,1,0,-1,0,-1,1,-1,1,0
0,1,0,-1,0,-1,-1,1,1,0
0,1,0,-1,1,0,0,0,0,0
0,1,0,-1,1,0,0,0,-1,0
0,1,0,-1,1,0,0,1,-1,1
0,1,0,-1,1,0,0,-1,0,0
0,1,0,-1,1,0,0,-1,1,0
0,1,0,-1,1,0,1,0,-1,0
0,1,0,-1,1,0,1,-1,0,0
0,1,0,-1,1,0,1,-1,-1,0
0,1,0,-1,1,0,-1,0,0,0
0,1,0,-1,1,0,-1,0,1,0
0,1,0,-1,1,0,-1,1,0,1
0,1,0,-1,1,0,-1,1,-1,1
0,1,0,-1,1,0,-1,-1,1,0
0,1,0,-1,1,1,0,0,-1,0
0,1,0,-1,1,1,0,-1,0,0
0,1,0,-1,1,1,0,-1,-1,0
0,1,0,-1,1,1,1,-1,-1,0
0,1,0,-1,1,1,-1,0,0,0
0,1,0,-1,1,1,-1,0,-1,0
0,1,0,-1,1,1,-1,1,-1,1
0,1,0,-1,1,1,-1,-1,0,0
0,1,0,-1,1,1,-1,-1,1,0
0,1,0,-1,1,-1,0,0,0,0
0,1,0,-1,1,-1,0,0,1,0
0,1,0,-1,1,-1,0,1,0,1
0,1,0,-1,1,-1,0,1,-1,1
0,1,0,-1,1,-1,0,-1,1,0
0,1,0,-1,1,-1,1,0,0,0
0,1,0,-1,1,-1,1,0,-1,0
0,1,0,-1,1,-1,1,1,-1,1
0,1,0,-1,1,-1,1,-1,0,0
0,1,0,-1,1,-1,1,-1,1,0
0,1,0,-1,1,-1,-1,0,1,0
0,1,0,-1,1,-1,-1,1,0,1
0,1,0,-1,1,-1,-1,1,1,1
0,1,0,-1,-1,0,0,0,1,0
0,1,0,-1,-1,0,0,1,0,0
0,1,0,-1,-1,0,0,1,1,0
0,1,0,-1,-1,0,1,0,0,0
0,1,0,-1,-1,0,1,0,1,0
0,1,0,-1,-1,0,1,1,0,0
0,1,0,-1,-1,0,1,1,-1,0
0,1,0,-1,-1,0,1,-1,1,0
0,1,0,-1,-1,0,-1,1,1,0
0,1,0,-1,-1,1,0,0,0,0
0,1,0,-1,-1,1,0,0,1,0
0,1,0,-1,-1,1,0,1,0,0
0,1,0,-1,-1,1,0,1,-1,0
0,1,0,-1,-1,1,0,-1,1,0
0,1,0,-1,-1,1,1,0,0,0
0,1,0,-1,-1,1,1,0,-1,0
0,1,0,-1,-1,1,1,1,-1,0
0,1,0,-1,-1,1,1,-1,0,0
0,1,0,-1,-1,1,1,-1,1,0
0,1,0,-1,-1,1,-1,0,1,0
0,1,0,-1,-1,1,-1,1,0,0
0,1,0,-1,-1,1,-1,1,1,0
0,1,0,-1,-1,-1,0,1,1,0
0,1,0,-1,-1,-1,1,0,1,0
0,1,0,-1,-1,-1,1,1,0,0
0,1,1,0,0,0,0,0,-1,0
0,1,1,0,0,0,0,-1,0,0
0,1,1,0,0,0,0,-1,-1,0
0,1,1,0,0,0,1,-1,-1,0
0,1,1,0,0,0,-1,0,0,0
0,1,1,0,0,0,-1,0,-1,0
0,1,1,0,0,0,-1,1,-1,0
0,1,1,0,0,0,-1,-1,0,0
0,1,1,0,0,0,-1,-1,1,0
0,1,1,0,0,1,0,-1,-1,0
0,1,1,0,0,1,-1,0,-1,0
0,1,1,0,0,1,-1,-1,0,0
0,1,1,0,0,1,-1,-1,-1,0
0,1,1,0,0,-1,0,0,0,0
0,1,1,0,0,-1,0,0,-1,0
0,1,1,0,0,-1,0,1,-1,0
0,1,1,0,0,-1,0,-1,0,0
0,1,1,0,0,-1,0,-1,1,0
0,1,1,0,0,-1,1,0,-1,0
0,1,1,0,0,-1,1,-1,0,0
0,1,1,0,0,-1,1,-1,-1,0
0,1,1,0,0,-1,-1,0,0,0
0,1,1,0,0,-1,-1,0,1,0
0,1,1,0,0,-1,-1,1,0,0
0,1,1,0,0,-1,-1,1,-1,0
0,1,1,0,0,-1,-1,-1,1,0
0,1,1,0,1,0,0,-1,-1,0
0,1,1,0,1,0,-1,0,-1,0
0,1,1,0,1,0,-1,-1,0,0
0,1,1,0,1,0,-1,-1,-1,0
0,1,1,0,1,-1,0,0,-1,0
0,1,1,0,1,-1,0,-1,0,0
0,1,1,0,1,-1,0,-1,-1,0
0,1,1,0,1,-1,1,-1,-1,1
0,1,1,0,1,-1,-1,0,0,0
0,1,1,0,1,-1,-1,0,-1,0
0,1,1,0,1,-1,-1,1,-1,1
0,1,1,0,1,-1,-1,-1,0,0
0,1,1,0,1,-1,-1,-1,1,0
0,1,1,0,-1,0,0,0,0,0
0,1,1,0,-1,0,0,0,-1,0
0,1,1,0,-1,0,0,1,-1,0
0,1,1,0,-1,0,0,-1,0,0
0,1,1,0,-1,0,0,-1,1,0
0,1,1,0,-1,0,1,0,-1,0
0,1,1,0,-1,0,1,-1,0,0
0,1,1,0,-1,0,1,-1,-1,0
0,1,1,0,-1,0,-1,0,0,0
0,1,1,0,-1,0,-1,0,1,0
0,1,1,0,-1,0,-1,1,0,0
0,1,1,0,-1,0,-1,1,-1,0
0,1,1,0,-1,0,-1,-1,1,0
0,1,1,0,-1,1,0,0,-1,0
0,1,1,0,-1,1,0,-1,0,0
0,1,1,0,-1,1,0,-1,-1,0
0,1,1,0,-1,1,1,-1,-1,0
0,1,1,0,-1,1,-1,0,0,0
0,1,1,0,-1,1,-1,0,-1,0
0,1,1,0,-1,1,-1,1,-1,0
0,1,1,0,-1,1,-1,-1,0,0
0,1,1,0,-1,1,-1,-1,1,1
0,1,1,0,-1,-1,0,0,0,0
0,1,1,0,-1,-1,0,0,1,0
0,1,1,0,-1,-1,0,1,0,0
0,1,1,0,-1,-1,0,1,-1,0
0,1,1,0,-1,-1,0,-1,1,0
0,1,1,0,-1,-1,1,0,0,0
0,1,1,0,-1,-1,1,0,-1,0
0,1,1,0,-1,-1,1,1,-1,0
0,1,1,0,-1,-1,1,-1,0,0
0,1,1,0,-1,-1,1,-1,1,0
0,1,1,0,-1,-1,-1,0,1,0
0,1,1,0,-1,-1,-1,1,0,0
0,1,1,0,-1,-1,-1,1,1,0
0,1,1,1,0,0,0,-1,-1,0
0,1,1,1,0,0,-1,0,-1,0
0,1,1,1,0,0,-1,-1,0,0
0,1,1,1,0,0,-1,-1,-1,0
0,1,1,1,0,-1,0,0,-1,0
0,1,1,1,0,-1,0,-1,0,0
0,1,1,1,0,-1,0,-1,-1,0
0,1,1,1,0,-1,1,-1,-1,0
0,1,1,1,0,-1,-1,0,0,0
0,1,1,1,0,-1,-1,0,-1,0
0,1,1,1,0,-1,-1,1,-1,0
0,1,1,1,0,-1,-1,-1,0,0
0,1,1,1,0,-1,-1,-1,1,0
0,1,1,1,1,-1,0,-1,-1,0
0,1,1,1,1,-1,-1,0,-1,0
0,1,1,1,1,-1,-1,-1,0,0
0,1,1,1,1,-1,-1,-1,-1,0
0,1,1,1,-1,0,0,0,-1,0
0,1,1,1,-1,0,0,-1,0,0
0,1,1,1,-1,0,0,-1,-1,0
0,1,1,1,-1,0,1,-1,-1,0
0,1,1,1,-1,0,-1,0,0,0
0,1,1,1,-1,0,-1,0,-1,0
0,1,1,1,-1,0,-1,1,-1,0
0,1,1,1,-1,0,-1,-1,0,0
0,1,1,1,-1,0,-1,-1,1,0
0,1,1,1,-1,1,0,-1,-1,0
0,1,1,1,-1,1,-1,0,-1,0
0,1,1,1,-1,1,-1,-1,0,0
0,1,1,1,-1,1,-1,-1,-1,0
0,1,1,1,-1,-1,0,0,0,0
0,1,1,1,-1,-1,0,0,-1,0
0,1,1,1,-1,-1,0,1,-1,0
0,1,1,1,-1,-1,0,-1,0,0
0,1,1,1,-1,-1,0,-1,1,0
0,1,1,1,-1,-1,1,0,-1,0
0,1,1,1,-1,-1,1,-1,0,0
0,1,1,1,-1,-1,1,-1,-1,0
0,1,1,1,-1,-1,-1,0,0,0
0,1,1,1,-1,-1,-1,0,1,0
0,1,1,1,-1,-1,-1,1,0,0
0,1,1,1,-1,-1,-1,1,-1,0
0,1,1,1,-1,-1,-1,-1,1,0
0,1,1,-1,0,0,0,0,0,0
0,1,1,-1,0,0,0,0,-1,0
0,1,1,-1,0,0,0,1,-1,0
0,1,1,-1,0,0,0,-1,0,0
0,1,1,-1,0,0,0,-1,1,0
0,1,1,-1,0,0,1,0,-1,0
0,1,1,-1,0,0,1,-1,0,0
0,1,1,-1,0,0,1,-1,-1,0
0,1,1,-1,0,0,-1,0,0,0
0,1,1,-1,0,0,-1,0,1,0
0,1,1,-1,0,0,-1,1,0,0
0,1,1,-1,0,0,-1,1,-1,0
0,1,1,-1,0,0,-1,-1,1,0
0,1,1,-1,0,1,0,0,-1,0
0,1,1,-1,0,1,0,-1,0,0
0,1,1,-1,0,1,0,-1,-1,0
0,1,1,-1,0,1,1,-1,-1,0
0,1,1,-1,0,1,-1,0,0,0
0,1,1,-1,0,1,-1,0,-1,0
0,1,1,-1,0,1,-1,1,-1,0
0,1,1,-1,0,1,-1,-1,0,0
0,1,1,-1,0,1,-1,-1,1,1
0,1,1,-1,0,-1,0,0,0,0
0,1,1,-1,0,-1,0,0,1,0
0,1,1,-1,0,-1,0,1,0,0
0,1,1,-1,0,-1,0,1,-1,0
0,1,1,-1,0,-1,0,-1,1,0
0,1,1,-1,0,-1,1,0,0,0
0,1,1,-1,0,-1,1,0,-1,0
0,1,1,-1,0,-1,1,1,-1,0
0,1,1,-1,0,-1,1,-1,0,0
0,1,1,-1,0,-1,1,-1,1,0
0,1,1,-1,0,-1,-1,0,1,0
0,1,1,-1,0,-1,-1,1,0,0
0,1,1,-1,0,-1,-1,1,1,0
0,1,1,-1,1,0,0,0,-1,0
0,1,1,-1,1,0,0,-1,0,0
0,1,1,-1,1,0,0,-1,-1,0
0,1,1,-1,1,0,1,-1,-1,1
0,1,1,-1,1,0,-1,0,0,0
0,1,1,-1,1,0,-1,0,-1,0
0,1,1,-1,1,0,-1,1,-1,1
0,1,1,-1,1,0,-1,-1,0,0
0,1,1,-1,1,0,-1,-1,1,0
0,1,1,-1,1,1,0,-1,-1,0
0,1,1,-1,1,1,-1,0,-1,0
0,1,1,-1,1,1,-1,-1,0,0
0,1,1,-1,1,1,-1,-1,-1,0
0,1,1,-1,1,-1,0,0,0,0
0,1,1,-1,1,-1,0,0,-1,0
0,1,1,-1,1,-1,0,1,-1,1
0,1,1,-1,1,-1,0,-1,0,0
0,1,1,-1,1,-1,0,-1,1,0
0,1,1,-1,1,-1,1,0,-1,1
0,1,1,-1,1,-1,1,-1,0,1
0,1,1,-1,1,-1,1,-1,-1,1
0,1,1,-1,1,-1,-1,0,0,0
0,1,1,-1,1,-1,-1,0,1,0
0,1,1,-1,1,-1,-1,1,0,1
0,1,1,-1,1,-1,-1,1,-1,1
0,1,1,-1,1,-1,-1,-1,1,0
0,1,1,-1,-1,0,0,0,0,0
0,1,1,-1,-1,0,0,0,1,0
0,1,1,-1,-1,0,0,1,0,0
0,1,1,-1,-1,0,0,1,-1,0
0,1,1,-1,-1,0,0,-1,1,0
0,1,1,-1,-1,0,1,0,0,0
0,1,1,-1,-1,0,1,0,-1,0
0,1,1,-1,-1,0,1,1,-1,0
0,1,1,-1,-1,0,1,-1,0,0
0,1,1,-1,-1,0,1,-1,1,0
0,1,1,-1,-1,0,-1,0,1,0
0,1,1,-1,-1,0,-1,1,0,0
0,1,1,-1,-1,0,-1,1,1,0
0,1,1,-1,-1,1,0,0,0,0
0,1,1,-1,-1,1,0,0,-1,0
0,1,1,-1,-1,1,0,1,-1,0
0,1,1,-1,-1,1,0,-1,0,0
0,1,1,-1,-1,1,0,-1,1,1
0,1,1,-1,-1,1,1,0,-1,0
0,1,1,-1,-1,1,1,-1,0,0
0,1,1,-1,-1,1,1,-1,-1,0
0,1,1,-1,-1,1,-1,0,0,0
0,1,1,-1,-1,1,-1,0,1,1
0,1,1,-1,-1,1,-1,1,0,0
0,1,1,-1,-1,1,-1,1,-1,0
0,1,1,-1,-1,1,-1,-1,1,1
0,1,1,-1,-1,-1,0,0,1,0
0,1,1,-1,-1,-1,0,1,0,0
0,1,1,-1,-1,-1,1,0,0,0
0,1,1,-1,-1,-1,1,1,-1,0
0,1,1,-1,-1,-1,1,-1,1,0
0,1,1,-1,-1,-1,-1,1,1,0
0,1,-1,0,0,0,0,0,0,0
0,1,-1,0,0,0,0,0,1,0
0,1,-1,0,0,0,0,1,0,0
0,1,-1,0,0,0,0,1,-1,0
0,1,-1,0,0,0,0,-1,1,0
0,1,-1,0,0,0,1,0,0,0
0,1,-1,0,0,0,1,0,-1,0
0,1,-1,0,0,0,1,1,-1,0
0,1,-1,0,0,0,1,-1,0,0
0,1,-1,0,0,0,1,-1,1,0
0,1,-1,0,0,0,-1,0,1,0
0,1,-1,0,0,0,-1,1,0,0
0,1,-1,0,0,0,-1,1,1,0
0,1,-1,0,0,1,0,0,0,0
0,1,-1,0,0,1,0,0,-1,0
0,1,-1,0,0,1,0,1,-1,0
0,1,-1,0,0,1,0,-1,0,0
0,1,-1,0,0,1,0,-1,1,0
0,1,-1,0,0,1,1,0,-1,0
0,1,-1,0,0,1,1,-1,0,0
0,1,-1,0,0,1,1,-1,-1,0
0,1,-1,0,0,1,-1,0,0,0
0,1,-1,0,0,1,-1,0,1,0
0,1,-1,0,0,1,-1,1,0,0
0,1,-1,0,0,1,-1,1,-1,0
0,1,-1,0,0,1,-1,-1,1,0
0,1,-1,0,0,-1,0,0,1,0
0,1,-1,0,0,-1,0,1,0,0
0,1,-1,0,0,-1,0,1,1,0
0,1,-1,0,0,-1,1,0,0,0
0,1,-1,0,0,-1,1,0,1,0
0,1,-1,0,0,-1,1,1,0,0
0,1,-1,0,0,-1,1,1,-1,0
0,1,-1,0,0,-1,1,-1,1,0
0,1,-1,0,0,-1,-1,1,1,0
0,1,-1,0,1,0,0,0,0,0
0,1,-1,0,1,0,0,0,-1,0
0,1,-1,0,1,0,0,1,-1,1
